id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
ce9e70d2-4eed-4866-9ad4-40bc7678d1ac,2024-10-27T17:39:31Z,Unknown,770000.0,3.0,2.5,2430.0,Issaquah,Unknown,Unknown,316.87242798353907,595572.4509456276,249.86895398963637,1
06557011-4a4e-4aca-9b54-bbf2991f3976,2024-10-27T17:39:31Z,85206.0,279900.0,2.0,2.0,1249.0,Mesa,Arizona,Maricopa,224.09927942353883,485731.39370932756,253.05906901007208,0
d3f1b17b-68a4-4a08-ad2d-e6d2c5abeddd,2024-10-27T17:39:31Z,70117.0,239900.0,3.0,3.0,1454.0,New Orleans,Louisiana,Orleans,164.99312242090784,484183.95249695494,239.3294423596209,0
d269669b-11de-4c83-9b71-43919de9c3ca,2024-10-27T17:39:31Z,68116.0,460000.0,4.0,4.0,4322.0,Omaha,Nebraska,Douglas,106.43220731142989,351441.5151162791,165.89611196938864,0
d7381e5b-dcf5-45b1-9174-a939c8a858c2,2024-10-27T17:39:31Z,94117.0,1295000.0,3.0,3.0,2500.0,San Francisco,California,Unknown,518.0,2019519.2523489932,1050.7933975707429,0
fd1296ec-890c-4df7-a1ec-258e3dd2d72d,2024-10-27T17:39:31Z,Unknown,358000.0,3.0,1.5,2450.0,Snoqualmie,Unknown,Unknown,146.12244897959184,536842.7222222222,208.7923524225171,0
6759ca42-03af-434e-9332-0b09e19bb370,2024-10-27T17:39:31Z,98136.0,750000.0,2.0,1.0,870.0,Seattle,Washington,King,862.0689655172414,734215.6684438954,424.37797356681955,1
51046924-0f18-4c88-a2e1-014dc564c102,2024-10-27T17:39:31Z,Unknown,589950.0,5.0,3.0,2790.0,Renton,Unknown,Unknown,211.4516129032258,381097.3259543725,185.6964903909829,1
c49b2387-4619-42ce-afaa-1b3df80c5f16,2024-10-27T17:39:31Z,85710.0,345000.0,3.0,2.0,1199.0,Tucson,Arizona,Pima,287.7397831526272,477680.9922308546,242.6050499075489,1
ed24b82c-0fe7-456c-9101-17e8db2d8600,2024-10-27T17:39:31Z,8510.0,975000.0,3.0,3.0,2500.0,Millstone,New Jersey,Unknown,390.0,975000.0,390.0,0
343bacc0-635d-4ead-96ca-0530ffde5172,2024-10-27T17:39:31Z,Unknown,950000.0,4.0,2.5,3360.0,Kirkland,Unknown,Unknown,282.73809523809524,661890.1667727053,291.9655277599378,0
57263ba6-8253-4e21-b9b7-81e5be3e743d,2024-10-27T17:39:31Z,73160.0,195000.0,3.0,3.0,2500.0,Moore,Oklahoma,Unknown,78.0,172966.66666666666,69.18666666666667,1
